Giornata;Squadra;Modulo;Giocatore;Titolare;PanchinaOrdine
13;Makumba FC;3-4-3;Bartesaghi;NO;4
13;Makumba FC;3-4-3;Politano;NO;5
13;Makumba FC;3-4-3;Loftus-Cheek;NO;6
13;Makumba FC;3-4-3;Bellanova;NO;7
13;Makumba FC;3-4-3;Adams C.;NO;8
13;Makumba FC;3-4-3;Estupinan;NO;9
13;Makumba FC;3-4-3;Perin;NO;10
13;Makumba FC;3-4-3;Orban G.;NO;11
13;Makumba FC;3-4-3;Rowe;NO;12
13;Makumba FC;3-4-3;Pavlovic;NO;13
13;Makumba FC;3-4-3;Skorupski;NO;14
13;Nhamass dstrunz;3-4-3;Carnesecchi;SI;0
13;Nhamass dstrunz;3-4-3;Tavares N.;SI;0
13;Nhamass dstrunz;3-4-3;Ramon;SI;0
13;Nhamass dstrunz;3-4-3;Rrahmani;SI;0
13;Nhamass dstrunz;3-4-3;Ekkelenkamp;SI;0
13;Nhamass dstrunz;3-4-3;Pasalic;SI;0
13;Nhamass dstrunz;3-4-3;Tourè I.;SI;0
13;Nhamass dstrunz;3-4-3;Da Cunha;SI;0
13;Nhamass dstrunz;3-4-3;Kilicsoy;SI;0
13;Nhamass dstrunz;3-4-3;Scamacca;SI;0
13;Nhamass dstrunz;3-4-3;Berardi;SI;0
13;Nhamass dstrunz;3-4-3;Krstovic;NO;1
13;Nhamass dstrunz;3-4-3;Bijlow;NO;2
13;Nhamass dstrunz;3-4-3;Zaccagni;NO;3
13;Nhamass dstrunz;3-4-3;Kempf;NO;4
13;Nhamass dstrunz;3-4-3;Malinovskyi;NO;5
13;Nhamass dstrunz;3-4-3;Soulè;NO;6
13;Nhamass dstrunz;3-4-3;Konè I.;NO;7
13;Nhamass dstrunz;3-4-3;Celik;NO;8
13;Nhamass dstrunz;3-4-3;Kossounou;NO;9
13;Nhamass dstrunz;3-4-3;Perrone;NO;10
13;Nhamass dstrunz;3-4-3;Kelly L.;NO;11
13;Nhamass dstrunz;3-4-3;Valle;NO;12
13;Nhamass dstrunz;3-4-3;Dybala;NO;13
13;Nhamass dstrunz;3-4-3;Sportiello;NO;14
13;Reazione di Mallard;3-4-3;Provedel;SI;0
13;Reazione di Mallard;3-4-3;Solet;SI;0
13;Reazione di Mallard;3-4-3;Coco;SI;0
13;Reazione di Mallard;3-4-3;Gosens;SI;0
13;Reazione di Mallard;3-4-3;Matic;SI;0
13;Reazione di Mallard;3-4-3;Rabiot;SI;0
13;Reazione di Mallard;3-4-3;Zaniolo;SI;0
13;Reazione di Mallard;3-4-3;Baturina;SI;0
13;Reazione di Mallard;3-4-3;Lukaku;SI;0
13;Reazione di Mallard;3-4-3;Simeone;SI;0
13;Reazione di Mallard;3-4-3;David;SI;0
13;Reazione di Mallard;3-4-3;Solomon;NO;1
13;Reazione di Mallard;3-4-3;Ederson D.S.;NO;2
13;Reazione di Mallard;3-4-3;Vitinha O.;NO;3
13;Reazione di Mallard;3-4-3;Butez;NO;4
13;Reazione di Mallard;3-4-3;Durosinmi;NO;5
13;Reazione di Mallard;3-4-3;Gudmundsson A.;NO;6
13;Reazione di Mallard;3-4-3;Martin;NO;7
13;Reazione di Mallard;3-4-3;Caprile;NO;8
13;Reazione di Mallard;3-4-3;Atta;NO;9
13;Reazione di Mallard;3-4-3;Hien;NO;10
13;Reazione di Mallard;3-4-3;Lucumì;NO;11
13;Reazione di Mallard;3-4-3;Cristante;NO;12
13;Reazione di Mallard;3-4-3;Doig;NO;13
13;Reazione di Mallard;3-4-3;Wesley;NO;14
13;Vietato Sognare FC;3-4-3;Muric;SI;0
13;Vietato Sognare FC;3-4-3;Valeri;SI;0
13;Vietato Sognare FC;3-4-3;Zortea;SI;0
13;Vietato Sognare FC;3-4-3;Dumfries;SI;0
13;Vietato Sognare FC;3-4-3;Zalewski;SI;0
13;Vietato Sognare FC;3-4-3;Casadei;SI;0
13;Vietato Sognare FC;3-4-3;Pellegrini Lo.;SI;0
13;Vietato Sognare FC;3-4-3;Zambo Anguissa;SI;0
13;Vietato Sognare FC;3-4-3;Malen;SI;0
13;Vietato Sognare FC;3-4-3;Castro S.;SI;0
13;Vietato Sognare FC;3-4-3;Moreo;SI;0
13;Vietato Sognare FC;3-4-3;Bernabè;NO;1
13;Vietato Sognare FC;3-4-3;Santos A.;NO;2
13;Vietato Sognare FC;3-4-3;Gollini;NO;3
13;Vietato Sognare FC;3-4-3;Svilar;NO;4
13;Vietato Sognare FC;3-4-3;Ratkov;NO;5
13;Vietato Sognare FC;3-4-3;Carlos Augusto;NO;6
13;Vietato Sognare FC;3-4-3;Maldini;NO;7
13;Vietato Sognare FC;3-4-3;Muharemovic;NO;8
13;Vietato Sognare FC;3-4-3;Kristensen T.;NO;9
13;Vietato Sognare FC;3-4-3;Bonazzoli;NO;10
13;Vietato Sognare FC;3-4-3;Hojlund;NO;11
13;Vietato Sognare FC;3-4-3;Modric;NO;12
13;Vietato Sognare FC;3-4-3;Bremer;NO;13
13;Vietato Sognare FC;3-4-3;Maripan;NO;14
14;ARCORE FC;3-4-3;Okoye;SI;0
14;ARCORE FC;3-4-3;Bisseck;SI;0
14;ARCORE FC;3-4-3;Cambiaso;SI;0
14;ARCORE FC;3-4-3;De Winter;SI;0
14;ARCORE FC;3-4-3;Konè M.;SI;0
14;ARCORE FC;3-4-3;Cataldi;SI;0
14;ARCORE FC;3-4-3;Tramoni M.;SI;0
14;ARCORE FC;3-4-3;Zaragoza;SI;0
14;ARCORE FC;3-4-3;Sanabria;SI;0
14;ARCORE FC;3-4-3;Colombo;SI;0
14;ARCORE FC;3-4-3;Pedro;SI;0
14;ARCORE FC;3-4-3;Sucic P.;NO;1
14;ARCORE FC;3-4-3;Akanji;NO;2
14;ARCORE FC;3-4-3;Ostigard;NO;3
14;ARCORE FC;3-4-3;Di Lorenzo;NO;4
14;ARCORE FC;3-4-3;Falcone;NO;5
14;ARCORE FC;3-4-3;Bonny;NO;6
14;ARCORE FC;3-4-3;Audero;NO;7
14;ARCORE FC;3-4-3;Orsolini;NO;8
14;ARCORE FC;3-4-3;Thuram;NO;9
14;ARCORE FC;3-4-3;N'Dicka;NO;10
14;ARCORE FC;3-4-3;Esposito Se.;NO;11
14;ARCORE FC;3-4-3;Cuadrado;NO;12
14;ARCORE FC;3-4-3;Thorsby;NO;13
14;ARCORE FC;3-4-3;McTominay;NO;14
14;FC San Marco Evangelista;3-4-3;Terracciano;SI;0
14;FC San Marco Evangelista;3-4-3;Palestra;SI;0
14;FC San Marco Evangelista;3-4-3;Ranieri L.;SI;0
14;FC San Marco Evangelista;3-4-3;Circati;SI;0
14;FC San Marco Evangelista;3-4-3;Dele-Bashiru;SI;0
14;FC San Marco Evangelista;3-4-3;Brescianini;SI;0
14;FC San Marco Evangelista;3-4-3;Miretti;SI;0
14;FC San Marco Evangelista;3-4-3;Barella;SI;0
14;FC San Marco Evangelista;3-4-3;Yildiz;SI;0
14;FC San Marco Evangelista;3-4-3;Ferguson E.;SI;0
14;FC San Marco Evangelista;3-4-3;De Ketelaere;SI;0
14;FC San Marco Evangelista;3-4-3;Odgaard;NO;1
14;FC San Marco Evangelista;3-4-3;Delprato;NO;2
14;FC San Marco Evangelista;3-4-3;Paz N.;NO;3
14;FC San Marco Evangelista;3-4-3;Pellegrino M.;NO;4
14;FC San Marco Evangelista;3-4-3;Buongiorno;NO;5
14;FC San Marco Evangelista;3-4-3;Saelemaekers;NO;6
14;FC San Marco Evangelista;3-4-3;Iling Junior;NO;7
14;FC San Marco Evangelista;3-4-3;Suzuki;NO;8
14;FC San Marco Evangelista;3-4-3;Kalulu;NO;9
14;FC San Marco Evangelista;3-4-3;Cancellieri;NO;10
14;FC San Marco Evangelista;3-4-3;Gila;NO;11
14;FC San Marco Evangelista;3-4-3;Norton-Cuffy;NO;12
14;FC San Marco Evangelista;3-4-3;Maignan;NO;13
14;FC San Marco Evangelista;3-4-3;Boga;NO;14
14;FC bianchi;3-4-3;Meret;SI;0
14;FC bianchi;3-4-3;Comuzzo;SI;0
14;FC bianchi;3-4-3;Romagnoli;SI;0
14;FC bianchi;3-4-3;Mina;SI;0
14;FC bianchi;3-4-3;Harroui;SI;0
14;FC bianchi;3-4-3;Sottil;SI;0
14;FC bianchi;3-4-3;Isaksen;SI;0
14;FC bianchi;3-4-3;Strefezza;SI;0
14;FC bianchi;3-4-3;Fullkrug;SI;0
14;FC bianchi;3-4-3;Raspadori;SI;0
14;FC bianchi;3-4-3;Leao;SI;0
14;FC bianchi;3-4-3;Mkhitaryan;NO;1
14;FC bianchi;3-4-3;Zapata D.;NO;2
14;FC bianchi;3-4-3;McKennie;NO;3
14;FC bianchi;3-4-3;Vasquez;NO;4
14;FC bianchi;3-4-3;Scalvini;NO;5
14;FC bianchi;3-4-3;Thuram K.;NO;6
14;FC bianchi;3-4-3;Milinkovic-Savic V.;NO;7
14;FC bianchi;3-4-3;Baschirotto;NO;8
14;FC bianchi;3-4-3;Diego Carlos;NO;9
14;FC bianchi;3-4-3;Rovella;NO;10
14;FC bianchi;3-4-3;Contini;NO;11
14;FC bianchi;3-4-3;Vardy;NO;12
14;FC bianchi;3-4-3;Dodò;NO;13
14;FC bianchi;3-4-3;Davis K.;NO;14
14;Sinuoso;3-4-3;Martinez Jo.;SI;0
14;Sinuoso;3-4-3;Mancini;SI;0
14;Sinuoso;3-4-3;Olivera;SI;0
14;Sinuoso;3-4-3;Spinazzola;SI;0
14;Sinuoso;3-4-3;De Roon;SI;0
14;Sinuoso;3-4-3;Calhanoglu;SI;0
14;Sinuoso;3-4-3;Ricci S.;SI;0
14;Sinuoso;3-4-3;Vlasic;SI;0
14;Sinuoso;3-4-3;Laurientè;SI;0
14;Sinuoso;3-4-3;Douvikas;SI;0
14;Sinuoso;3-4-3;Esposito F.P.;SI;0
14;Sinuoso;3-4-3;Martinez L.;NO;1
14;Sinuoso;3-4-3;Heggem;NO;2
14;Sinuoso;3-4-3;Thorstvedt;NO;3
14;Sinuoso;3-4-3;Vergara;NO;4
14;Sinuoso;3-4-3;Di Gennaro;NO;5
14;Sinuoso;3-4-3;Conceicao;NO;6
14;Sinuoso;3-4-3;Sommer;NO;7
14;Sinuoso;3-4-3;Darmian;NO;8
14;Sinuoso;3-4-3;Bastoni;NO;9
14;Sinuoso;3-4-3;Holm;NO;10
14;Sinuoso;3-4-3;Locatelli;NO;11
14;Sinuoso;3-4-3;Nkunku;NO;12
14;Sinuoso;3-4-3;Caracciolo A.;NO;13
14;Sinuoso;3-4-3;Nzola;NO;14
14;Makumba FC;3-4-3;Di Gregorio;SI;0
14;Makumba FC;3-4-3;Dimarco;SI;0
14;Makumba FC;3-4-3;Zappacosta;SI;0
14;Makumba FC;3-4-3;Estupinan;SI;0
14;Makumba FC;3-4-3;Politano;SI;0
14;Makumba FC;3-4-3;Zielinski;SI;0
14;Makumba FC;3-4-3;Loftus-Cheek;SI;0
14;Makumba FC;3-4-3;Rowe;SI;0
14;Makumba FC;3-4-3;Orban G.;SI;0
14;Makumba FC;3-4-3;Adams C.;SI;0
14;Makumba FC;3-4-3;Pinamonti;SI;0
14;Makumba FC;3-4-3;Fofana Y.;NO;1
14;Makumba FC;3-4-3;Bellanova;NO;2
14;Makumba FC;3-4-3;Pavlovic;NO;3
14;Makumba FC;3-4-3;Gabbia;NO;4
14;Makumba FC;3-4-3;Perin;NO;5
14;Makumba FC;3-4-3;Piccoli;NO;6
14;Makumba FC;3-4-3;Taylor K.;NO;7
14;Makumba FC;3-4-3;Pulisic;NO;8
14;Makumba FC;3-4-3;Rodriguez Je.;NO;9
14;Makumba FC;3-4-3;Mandragora;NO;10
14;Makumba FC;3-4-3;Bartesaghi;NO;11
14;Makumba FC;3-4-3;Skorupski;NO;12
14;Makumba FC;3-4-3;Kean;NO;13
14;Makumba FC;3-4-3;Tomori;NO;14
14;Nhamass dstrunz;3-4-3;Bijlow;SI;0
14;Nhamass dstrunz;3-4-3;Valle;SI;0
14;Nhamass dstrunz;3-4-3;Celik;SI;0
14;Nhamass dstrunz;3-4-3;Kossounou;SI;0
14;Nhamass dstrunz;3-4-3;Malinovskyi;SI;0
14;Nhamass dstrunz;3-4-3;Ekkelenkamp;SI;0
14;Nhamass dstrunz;3-4-3;Perrone;SI;0
14;Nhamass dstrunz;3-4-3;Pasalic;SI;0
14;Nhamass dstrunz;3-4-3;Soulè;SI;0
14;Nhamass dstrunz;3-4-3;Scamacca;SI;0
14;Nhamass dstrunz;3-4-3;Krstovic;SI;0
14;Nhamass dstrunz;3-4-3;Dybala;NO;1
14;Nhamass dstrunz;3-4-3;Carnesecchi;NO;2
14;Nhamass dstrunz;3-4-3;Kelly L.;NO;3
14;Nhamass dstrunz;3-4-3;Ramon;NO;4
14;Nhamass dstrunz;3-4-3;Tavares N.;NO;5
14;Nhamass dstrunz;3-4-3;Tourè I.;NO;6
14;Nhamass dstrunz;3-4-3;Kilicsoy;NO;7
14;Nhamass dstrunz;3-4-3;Zaccagni;NO;8
14;Nhamass dstrunz;3-4-3;Berardi;NO;9
14;Nhamass dstrunz;3-4-3;Kempf;NO;10
14;Nhamass dstrunz;3-4-3;Rrahmani;NO;11
14;Nhamass dstrunz;3-4-3;Konè I.;NO;12
14;Nhamass dstrunz;3-4-3;Da Cunha;NO;13
14;Nhamass dstrunz;3-4-3;Sportiello;NO;14
14;Reazione di Mallard;3-4-3;Caprile;SI;0
14;Reazione di Mallard;3-4-3;Doig;SI;0
14;Reazione di Mallard;3-4-3;Wesley;SI;0
14;Reazione di Mallard;3-4-3;Lucumì;SI;0
14;Reazione di Mallard;3-4-3;Matic;SI;0
14;Reazione di Mallard;3-4-3;Atta;SI;0
14;Reazione di Mallard;3-4-3;Ederson D.S.;SI;0
14;Reazione di Mallard;3-4-3;Zaniolo;SI;0
14;Reazione di Mallard;3-4-3;Lukaku;SI;0
14;Reazione di Mallard;3-4-3;Durosinmi;SI;0
14;Reazione di Mallard;3-4-3;David;SI;0
14;Reazione di Mallard;3-4-3;Vitinha O.;NO;1
14;Reazione di Mallard;3-4-3;Gudmundsson A.;NO;2
14;Reazione di Mallard;3-4-3;Baturina;NO;3
14;Reazione di Mallard;3-4-3;Butez;NO;4
14;Reazione di Mallard;3-4-3;Coco;NO;5
14;Reazione di Mallard;3-4-3;Hien;NO;6
14;Reazione di Mallard;3-4-3;Martin;NO;7
14;Reazione di Mallard;3-4-3;Solet;NO;8
14;Reazione di Mallard;3-4-3;Rabiot;NO;9
14;Reazione di Mallard;3-4-3;Provedel;NO;10
14;Reazione di Mallard;3-4-3;Cristante;NO;11
14;Reazione di Mallard;3-4-3;Gosens;NO;12
14;Reazione di Mallard;3-4-3;Simeone;NO;13
14;Reazione di Mallard;3-4-3;Solomon;NO;14
14;Vietato Sognare FC;3-4-3;Muric;SI;0
14;Vietato Sognare FC;3-4-3;Dumfries;SI;0
14;Vietato Sognare FC;3-4-3;Maripan;SI;0
14;Vietato Sognare FC;3-4-3;Carlos Augusto;SI;0
14;Vietato Sognare FC;3-4-3;Modric;SI;0
14;Vietato Sognare FC;3-4-3;Maldini;SI;0
14;Vietato Sognare FC;3-4-3;Zambo Anguissa;SI;0
14;Vietato Sognare FC;3-4-3;Pellegrini Lo.;SI;0
14;Vietato Sognare FC;3-4-3;Castro S.;SI;0
14;Vietato Sognare FC;3-4-3;Moreo;SI;0
14;Vietato Sognare FC;3-4-3;Bonazzoli;SI;0
14;Vietato Sognare FC;3-4-3;Bremer;NO;1
14;Vietato Sognare FC;3-4-3;Casadei;NO;2
14;Vietato Sognare FC;3-4-3;Zortea;NO;3
14;Vietato Sognare FC;3-4-3;Hojlund;NO;4
14;Vietato Sognare FC;3-4-3;Kristensen T.;NO;5
14;Vietato Sognare FC;3-4-3;Ratkov;NO;6
14;Vietato Sognare FC;3-4-3;Zalewski;NO;7
14;Vietato Sognare FC;3-4-3;Svilar;NO;8
14;Vietato Sognare FC;3-4-3;Gollini;NO;9
14;Vietato Sognare FC;3-4-3;Malen;NO;10
14;Vietato Sognare FC;3-4-3;Bernabè;NO;11
14;Vietato Sognare FC;3-4-3;Santos A.;NO;12
14;Vietato Sognare FC;3-4-3;Muharemovic;NO;13
14;Vietato Sognare FC;3-4-3;Valeri;NO;14
15;ARCORE FC;3-4-3;Falcone;SI;0
15;ARCORE FC;3-4-3;Cambiaso;SI;0
15;ARCORE FC;3-4-3;Cuadrado;SI;0
15;ARCORE FC;3-4-3;Di Lorenzo;SI;0
15;ARCORE FC;3-4-3;McTominay;SI;0
15;ARCORE FC;3-4-3;Konè M.;SI;0
15;ARCORE FC;3-4-3;Cataldi;SI;0
15;ARCORE FC;3-4-3;Sucic P.;SI;0
15;ARCORE FC;3-4-3;Pedro;SI;0
15;ARCORE FC;3-4-3;Colombo;SI;0
15;ARCORE FC;3-4-3;Bonny;SI;0
15;ARCORE FC;3-4-3;Audero;NO;1
15;ARCORE FC;3-4-3;Esposito Se.;NO;2
15;ARCORE FC;3-4-3;Okoye;NO;3
15;ARCORE FC;3-4-3;Sanabria;NO;4
15;ARCORE FC;3-4-3;Akanji;NO;5
15;ARCORE FC;3-4-3;Zaragoza;NO;6
15;ARCORE FC;3-4-3;Tramoni M.;NO;7
15;ARCORE FC;3-4-3;Orsolini;NO;8
15;ARCORE FC;3-4-3;Thuram;NO;9
15;ARCORE FC;3-4-3;De Winter;NO;10
15;ARCORE FC;3-4-3;Ostigard;NO;11
15;ARCORE FC;3-4-3;Thorsby;NO;12
15;ARCORE FC;3-4-3;N'Dicka;NO;13
15;ARCORE FC;3-4-3;Bisseck;NO;14
15;FC San Marco Evangelista;3-4-3;Suzuki;SI;0
15;FC San Marco Evangelista;3-4-3;Palestra;SI;0
15;FC San Marco Evangelista;3-4-3;Gila;SI;0
15;FC San Marco Evangelista;3-4-3;Buongiorno;SI;0
15;FC San Marco Evangelista;3-4-3;Paz N.;SI;0
15;FC San Marco Evangelista;3-4-3;Dele-Bashiru;SI;0
15;FC San Marco Evangelista;3-4-3;Saelemaekers;SI;0
15;FC San Marco Evangelista;3-4-3;Odgaard;SI;0
15;FC San Marco Evangelista;3-4-3;De Ketelaere;SI;0
15;FC San Marco Evangelista;3-4-3;Pellegrino M.;SI;0
15;FC San Marco Evangelista;3-4-3;Ferguson E.;SI;0
15;FC San Marco Evangelista;3-4-3;Boga;NO;1
15;FC San Marco Evangelista;3-4-3;Brescianini;NO;2
15;FC San Marco Evangelista;3-4-3;Cancellieri;NO;3
15;FC San Marco Evangelista;3-4-3;Barella;NO;4
15;FC San Marco Evangelista;3-4-3;Delprato;NO;5
15;FC San Marco Evangelista;3-4-3;Maignan;NO;6
15;FC San Marco Evangelista;3-4-3;Iling Junior;NO;7
15;FC San Marco Evangelista;3-4-3;Norton-Cuffy;NO;8
15;FC San Marco Evangelista;3-4-3;Circati;NO;9
15;FC San Marco Evangelista;3-4-3;Yildiz;NO;10
15;FC San Marco Evangelista;3-4-3;Ranieri L.;NO;11
15;FC San Marco Evangelista;3-4-3;Kalulu;NO;12
15;FC San Marco Evangelista;3-4-3;Miretti;NO;13
15;FC San Marco Evangelista;3-4-3;Terracciano;NO;14
15;FC bianchi;3-4-3;Contini;SI;0
15;FC bianchi;3-4-3;Vasquez;SI;0
15;FC bianchi;3-4-3;Comuzzo;SI;0
15;FC bianchi;3-4-3;Scalvini;SI;0
15;FC bianchi;3-4-3;Thuram K.;SI;0
15;FC bianchi;3-4-3;Rovella;SI;0
15;FC bianchi;3-4-3;Strefezza;SI;0
15;FC bianchi;3-4-3;Isaksen;SI;0
15;FC bianchi;3-4-3;Raspadori;SI;0
15;FC bianchi;3-4-3;Vardy;SI;0
15;FC bianchi;3-4-3;Fullkrug;SI;0
15;FC bianchi;3-4-3;Harroui;NO;1
15;FC bianchi;3-4-3;Milinkovic-Savic V.;NO;2
15;FC bianchi;3-4-3;Diego Carlos;NO;3
15;FC bianchi;3-4-3;Dodò;NO;4
15;FC bianchi;3-4-3;Baschirotto;NO;5
15;FC bianchi;3-4-3;McKennie;NO;6
15;FC bianchi;3-4-3;Mina;NO;7
15;FC bianchi;3-4-3;Meret;NO;8
15;FC bianchi;3-4-3;Leao;NO;9
15;FC bianchi;3-4-3;Mkhitaryan;NO;10
15;FC bianchi;3-4-3;Sottil;NO;11
15;FC bianchi;3-4-3;Zapata D.;NO;12
15;FC bianchi;3-4-3;Davis K.;NO;13
15;FC bianchi;3-4-3;Romagnoli;NO;14
15;Sinuoso;3-4-3;Di Gennaro;SI;0
15;Sinuoso;3-4-3;Mancini;SI;0
15;Sinuoso;3-4-3;Spinazzola;SI;0
15;Sinuoso;3-4-3;Holm;SI;0
15;Sinuoso;3-4-3;Calhanoglu;SI;0
15;Sinuoso;3-4-3;De Roon;SI;0
15;Sinuoso;3-4-3;Locatelli;SI;0
15;Sinuoso;3-4-3;Vlasic;SI;0
15;Sinuoso;3-4-3;Laurientè;SI;0
15;Sinuoso;3-4-3;Nzola;SI;0
15;Sinuoso;3-4-3;Martinez L.;SI;0
15;Sinuoso;3-4-3;Martinez Jo.;NO;1
15;Sinuoso;3-4-3;Bastoni;NO;2
15;Sinuoso;3-4-3;Heggem;NO;3
15;Sinuoso;3-4-3;Caracciolo A.;NO;4
15;Sinuoso;3-4-3;Olivera;NO;5
15;Sinuoso;3-4-3;Darmian;NO;6
15;Sinuoso;3-4-3;Thorstvedt;NO;7
15;Sinuoso;3-4-3;Sommer;NO;8
15;Sinuoso;3-4-3;Nkunku;NO;9
15;Sinuoso;3-4-3;Ricci S.;NO;10
15;Sinuoso;3-4-3;Esposito F.P.;NO;11
15;Sinuoso;3-4-3;Douvikas;NO;12
15;Sinuoso;3-4-3;Vergara;NO;13
15;Sinuoso;3-4-3;Conceicao;NO;14
15;Makumba FC;3-4-3;Di Gregorio;SI;0
15;Makumba FC;3-4-3;Bellanova;SI;0
15;Makumba FC;3-4-3;Bartesaghi;SI;0
15;Makumba FC;3-4-3;Gabbia;SI;0
15;Makumba FC;3-4-3;Zielinski;SI;0
15;Makumba FC;3-4-3;Loftus-Cheek;SI;0
15;Makumba FC;3-4-3;Fofana Y.;SI;0
15;Makumba FC;3-4-3;Pulisic;SI;0
15;Makumba FC;3-4-3;Kean;SI;0
15;Makumba FC;3-4-3;Pinamonti;SI;0
15;Makumba FC;3-4-3;Adams C.;SI;0
15;Makumba FC;3-4-3;Politano;NO;1
15;Makumba FC;3-4-3;Perin;NO;2
15;Makumba FC;3-4-3;Skorupski;NO;3
15;Makumba FC;3-4-3;Taylor K.;NO;4
15;Makumba FC;3-4-3;Pavlovic;NO;5
15;Makumba FC;3-4-3;Orban G.;NO;6
15;Makumba FC;3-4-3;Estupinan;NO;7
15;Makumba FC;3-4-3;Tomori;NO;8
15;Makumba FC;3-4-3;Rodriguez Je.;NO;9
15;Makumba FC;3-4-3;Rowe;NO;10
15;Makumba FC;3-4-3;Piccoli;NO;11
15;Makumba FC;3-4-3;Zappacosta;NO;12
15;Makumba FC;3-4-3;Dimarco;NO;13
15;Makumba FC;3-4-3;Mandragora;NO;14
15;Nhamass dstrunz;3-4-3;Carnesecchi;SI;0
15;Nhamass dstrunz;3-4-3;Kempf;SI;0
15;Nhamass dstrunz;3-4-3;Kelly L.;SI;0
15;Nhamass dstrunz;3-4-3;Celik;SI;0
15;Nhamass dstrunz;3-4-3;Da Cunha;SI;0
15;Nhamass dstrunz;3-4-3;Malinovskyi;SI;0
15;Nhamass dstrunz;3-4-3;Ekkelenkamp;SI;0
15;Nhamass dstrunz;3-4-3;Zaccagni;SI;0
15;Nhamass dstrunz;3-4-3;Kilicsoy;SI;0
15;Nhamass dstrunz;3-4-3;Dybala;SI;0
15;Nhamass dstrunz;3-4-3;Krstovic;SI;0
15;Nhamass dstrunz;3-4-3;Tavares N.;NO;1
15;Nhamass dstrunz;3-4-3;Rrahmani;NO;2
15;Nhamass dstrunz;3-4-3;Berardi;NO;3
15;Nhamass dstrunz;3-4-3;Kossounou;NO;4
15;Nhamass dstrunz;3-4-3;Konè I.;NO;5
15;Nhamass dstrunz;3-4-3;Bijlow;NO;6
15;Nhamass dstrunz;3-4-3;Valle;NO;7
15;Nhamass dstrunz;3-4-3;Tourè I.;NO;8
15;Nhamass dstrunz;3-4-3;Sportiello;NO;9
15;Nhamass dstrunz;3-4-3;Pasalic;NO;10
15;Nhamass dstrunz;3-4-3;Perrone;NO;11
15;Nhamass dstrunz;3-4-3;Scamacca;NO;12
15;Nhamass dstrunz;3-4-3;Soulè;NO;13
15;Nhamass dstrunz;3-4-3;Ramon;NO;14
15;Reazione di Mallard;3-4-3;Butez;SI;0
15;Reazione di Mallard;3-4-3;Martin;SI;0
15;Reazione di Mallard;3-4-3;Hien;SI;0
15;Reazione di Mallard;3-4-3;Gosens;SI;0
15;Reazione di Mallard;3-4-3;Zaniolo;SI;0
15;Reazione di Mallard;3-4-3;Rabiot;SI;0
15;Reazione di Mallard;3-4-3;Gudmundsson A.;SI;0
15;Reazione di Mallard;3-4-3;Ederson D.S.;SI;0
15;Reazione di Mallard;3-4-3;Vitinha O.;SI;0
15;Reazione di Mallard;3-4-3;David;SI;0
15;Reazione di Mallard;3-4-3;Simeone;SI;0
15;Reazione di Mallard;3-4-3;Lucumì;NO;1
15;Reazione di Mallard;3-4-3;Lukaku;NO;2
15;Reazione di Mallard;3-4-3;Solet;NO;3
15;Reazione di Mallard;3-4-3;Durosinmi;NO;4
15;Reazione di Mallard;3-4-3;Solomon;NO;5
15;Reazione di Mallard;3-4-3;Cristante;NO;6
15;Reazione di Mallard;3-4-3;Wesley;NO;7
15;Reazione di Mallard;3-4-3;Doig;NO;8
15;Reazione di Mallard;3-4-3;Provedel;NO;9
15;Reazione di Mallard;3-4-3;Atta;NO;10
15;Reazione di Mallard;3-4-3;Matic;NO;11
15;Reazione di Mallard;3-4-3;Coco;NO;12
15;Reazione di Mallard;3-4-3;Baturina;NO;13
15;Reazione di Mallard;3-4-3;Caprile;NO;14
15;Vietato Sognare FC;3-4-3;Svilar;SI;0
15;Vietato Sognare FC;3-4-3;Kristensen T.;SI;0
15;Vietato Sognare FC;3-4-3;Bremer;SI;0
15;Vietato Sognare FC;3-4-3;Maripan;SI;0
15;Vietato Sognare FC;3-4-3;Zambo Anguissa;SI;0
15;Vietato Sognare FC;3-4-3;Zalewski;SI;0
15;Vietato Sognare FC;3-4-3;Modric;SI;0
15;Vietato Sognare FC;3-4-3;Bernabè;SI;0
15;Vietato Sognare FC;3-4-3;Hojlund;SI;0
15;Vietato Sognare FC;3-4-3;Castro S.;SI;0
15;Vietato Sognare FC;3-4-3;Malen;SI;0
15;Vietato Sognare FC;3-4-3;Santos A.;NO;1
15;Vietato Sognare FC;3-4-3;Valeri;NO;2
15;Vietato Sognare FC;3-4-3;Pellegrini Lo.;NO;3
15;Vietato Sognare FC;3-4-3;Casadei;NO;4
15;Vietato Sognare FC;3-4-3;Dumfries;NO;5
15;Vietato Sognare FC;3-4-3;Ratkov;NO;6
15;Vietato Sognare FC;3-4-3;Gollini;NO;7
15;Vietato Sognare FC;3-4-3;Carlos Augusto;NO;8
15;Vietato Sognare FC;3-4-3;Maldini;NO;9
15;Vietato Sognare FC;3-4-3;Muric;NO;10
15;Vietato Sognare FC;3-4-3;Zortea;NO;11
15;Vietato Sognare FC;3-4-3;Bonazzoli;NO;12
15;Vietato Sognare FC;3-4-3;Moreo;NO;13
15;Vietato Sognare FC;3-4-3;Muharemovic;NO;14
16;ARCORE FC;3-4-3;Okoye;SI;0
16;ARCORE FC;3-4-3;Ostigard;SI;0
16;ARCORE FC;3-4-3;Bisseck;SI;0
16;ARCORE FC;3-4-3;Akanji;SI;0
16;ARCORE FC;3-4-3;Cataldi;SI;0
16;ARCORE FC;3-4-3;Konè M.;SI;0
